grid_id,latitude,longitude,seasons_analyzed,seasons_with_detected_onset,first_detected_onset_date,latest_detected_onset_date,false_onset_probability,crop_stress_probability,overall_risk_level,false_onset_interpretation,crop_stress_interpretation
G263,-12.875,35.375,1,1,2026-01-04 00:00:00,2026-01-04 00:00:00,0.0,0.0,Low,No cases where onset was followed by a 10+ day dry spell in the available season.,No cases where onset was followed by a 5+ day dry spell in the available season.
G264,-12.875,35.625,1,1,2026-01-04 00:00:00,2026-01-04 00:00:00,0.0,0.0,Low,No cases where onset was followed by a 10+ day dry spell in the available season.,No cases where onset was followed by a 5+ day dry spell in the available season.
G265,-12.875,35.875,1,1,2026-01-04 00:00:00,2026-01-04 00:00:00,0.0,1.0,High,No cases where onset was followed by a 10+ day dry spell in the available season.,The available season had a case where onset was followed by a 5+ day dry spell.
G266,-12.625,32.625,1,1,2026-01-07 00:00:00,2026-01-07 00:00:00,0.0,0.0,Low,No cases where onset was followed by a 10+ day dry spell in the available season.,No cases where onset was followed by a 5+ day dry spell in the available season.
G267,-12.625,32.875,1,1,2026-01-07 00:00:00,2026-01-07 00:00:00,0.0,0.0,Low,No cases where onset was followed by a 10+ day dry spell in the available season.,No cases where onset was followed by a 5+ day dry spell in the available season.
G268,-12.625,33.125,1,1,2026-01-07 00:00:00,2026-01-07 00:00:00,0.0,0.0,Low,No cases where onset was followed by a 10+ day dry spell in the available season.,No cases where onset was followed by a 5+ day dry spell in the available season.
G269,-12.625,33.375,1,1,2026-01-07 00:00:00,2026-01-07 00:00:00,0.0,0.0,Low,No cases where onset was followed by a 10+ day dry spell in the available season.,No cases where onset was followed by a 5+ day dry spell in the available season.
G270,-12.625,33.625,1,1,2026-01-07 00:00:00,2026-01-07 00:00:00,0.0,0.0,Low,No cases where onset was followed by a 10+ day dry spell in the available season.,No cases where onset was followed by a 5+ day dry spell in the available season.
G271,-12.625,33.875,1,1,2026-01-07 00:00:00,2026-01-07 00:00:00,0.0,0.0,Low,No cases where onset was followed by a 10+ day dry spell in the available season.,No cases where onset was followed by a 5+ day dry spell in the available season.
G272,-12.625,34.125,1,1,2026-01-07 00:00:00,2026-01-07 00:00:00,0.0,0.0,Low,No cases where onset was followed by a 10+ day dry spell in the available season.,No cases where onset was followed by a 5+ day dry spell in the available season.
G273,-12.625,34.375,1,1,2026-01-07 00:00:00,2026-01-07 00:00:00,0.0,0.0,Low,No cases where onset was followed by a 10+ day dry spell in the available season.,No cases where onset was followed by a 5+ day dry spell in the available season.
G274,-12.625,34.625,1,1,2026-01-08 00:00:00,2026-01-08 00:00:00,0.0,0.0,Low,No cases where onset was followed by a 10+ day dry spell in the available season.,No cases where onset was followed by a 5+ day dry spell in the available season.
G275,-12.625,34.875,1,1,2026-01-07 00:00:00,2026-01-07 00:00:00,0.0,0.0,Low,No cases where onset was followed by a 10+ day dry spell in the available season.,No cases where onset was followed by a 5+ day dry spell in the available season.
G276,-12.625,35.125,1,1,2026-01-07 00:00:00,2026-01-07 00:00:00,0.0,0.0,Low,No cases where onset was followed by a 10+ day dry spell in the available season.,No cases where onset was followed by a 5+ day dry spell in the available season.
G277,-12.625,35.375,1,1,2026-01-04 00:00:00,2026-01-04 00:00:00,0.0,0.0,Low,No cases where onset was followed by a 10+ day dry spell in the available season.,No cases where onset was followed by a 5+ day dry spell in the available season.
G278,-12.625,35.625,1,1,2026-01-04 00:00:00,2026-01-04 00:00:00,0.0,0.0,Low,No cases where onset was followed by a 10+ day dry spell in the available season.,No cases where onset was followed by a 5+ day dry spell in the available season.
G279,-12.625,35.875,1,1,2026-01-04 00:00:00,2026-01-04 00:00:00,0.0,1.0,High,No cases where onset was followed by a 10+ day dry spell in the available season.,The available season had a case where onset was followed by a 5+ day dry spell.
G280,-12.375,32.625,1,1,2026-01-07 00:00:00,2026-01-07 00:00:00,0.0,0.0,Low,No cases where onset was followed by a 10+ day dry spell in the available season.,No cases where onset was followed by a 5+ day dry spell in the available season.
G281,-12.375,32.875,1,1,2026-01-07 00:00:00,2026-01-07 00:00:00,0.0,0.0,Low,No cases where onset was followed by a 10+ day dry spell in the available season.,No cases where onset was followed by a 5+ day dry spell in the available season.
G282,-12.375,33.125,1,1,2026-01-07 00:00:00,2026-01-07 00:00:00,0.0,0.0,Low,No cases where onset was followed by a 10+ day dry spell in the available season.,No cases where onset was followed by a 5+ day dry spell in the available season.
G283,-12.375,33.375,1,1,2026-01-07 00:00:00,2026-01-07 00:00:00,0.0,0.0,Low,No cases where onset was followed by a 10+ day dry spell in the available season.,No cases where onset was followed by a 5+ day dry spell in the available season.
G284,-12.375,33.625,1,1,2026-01-07 00:00:00,2026-01-07 00:00:00,0.0,0.0,Low,No cases where onset was followed by a 10+ day dry spell in the available season.,No cases where onset was followed by a 5+ day dry spell in the available season.
G285,-12.375,33.875,1,1,2026-01-07 00:00:00,2026-01-07 00:00:00,0.0,0.0,Low,No cases where onset was followed by a 10+ day dry spell in the available season.,No cases where onset was followed by a 5+ day dry spell in the available season.
G286,-12.375,34.125,1,1,2026-01-07 00:00:00,2026-01-07 00:00:00,0.0,0.0,Low,No cases where onset was followed by a 10+ day dry spell in the available season.,No cases where onset was followed by a 5+ day dry spell in the available season.
G287,-12.375,34.375,1,1,2026-01-07 00:00:00,2026-01-07 00:00:00,0.0,0.0,Low,No cases where onset was followed by a 10+ day dry spell in the available season.,No cases where onset was followed by a 5+ day dry spell in the available season.
G288,-12.375,34.625,1,1,2026-01-07 00:00:00,2026-01-07 00:00:00,0.0,0.0,Low,No cases where onset was followed by a 10+ day dry spell in the available season.,No cases where onset was followed by a 5+ day dry spell in the available season.
G289,-12.375,34.875,1,1,2026-01-07 00:00:00,2026-01-07 00:00:00,0.0,0.0,Low,No cases where onset was followed by a 10+ day dry spell in the available season.,No cases where onset was followed by a 5+ day dry spell in the available season.
G290,-12.375,35.125,1,1,2026-01-07 00:00:00,2026-01-07 00:00:00,0.0,0.0,Low,No cases where onset was followed by a 10+ day dry spell in the available season.,No cases where onset was followed by a 5+ day dry spell in the available season.
G291,-12.375,35.375,1,1,2026-01-07 00:00:00,2026-01-07 00:00:00,0.0,0.0,Low,No cases where onset was followed by a 10+ day dry spell in the available season.,No cases where onset was followed by a 5+ day dry spell in the available season.
G292,-12.375,35.625,1,1,2026-01-04 00:00:00,2026-01-04 00:00:00,0.0,1.0,High,No cases where onset was followed by a 10+ day dry spell in the available season.,The available season had a case where onset was followed by a 5+ day dry spell.
G293,-12.375,35.875,1,1,2026-01-04 00:00:00,2026-01-04 00:00:00,0.0,1.0,High,No cases where onset was followed by a 10+ day dry spell in the available season.,The available season had a case where onset was followed by a 5+ day dry spell.
G294,-12.125,32.625,1,1,2026-01-07 00:00:00,2026-01-07 00:00:00,0.0,0.0,Low,No cases where onset was followed by a 10+ day dry spell in the available season.,No cases where onset was followed by a 5+ day dry spell in the available season.
G295,-12.125,32.875,1,1,2026-01-07 00:00:00,2026-01-07 00:00:00,0.0,0.0,Low,No cases where onset was followed by a 10+ day dry spell in the available season.,No cases where onset was followed by a 5+ day dry spell in the available season.
G296,-12.125,33.125,1,1,2026-01-07 00:00:00,2026-01-07 00:00:00,0.0,0.0,Low,No cases where onset was followed by a 10+ day dry spell in the available season.,No cases where onset was followed by a 5+ day dry spell in the available season.
G297,-12.125,33.375,1,1,2026-01-07 00:00:00,2026-01-07 00:00:00,0.0,0.0,Low,No cases where onset was followed by a 10+ day dry spell in the available season.,No cases where onset was followed by a 5+ day dry spell in the available season.
G298,-12.125,33.625,1,1,2026-01-07 00:00:00,2026-01-07 00:00:00,0.0,0.0,Low,No cases where onset was followed by a 10+ day dry spell in the available season.,No cases where onset was followed by a 5+ day dry spell in the available season.
G299,-12.125,33.875,1,1,2026-01-07 00:00:00,2026-01-07 00:00:00,0.0,0.0,Low,No cases where onset was followed by a 10+ day dry spell in the available season.,No cases where onset was followed by a 5+ day dry spell in the available season.
G300,-12.125,34.125,1,1,2026-01-08 00:00:00,2026-01-08 00:00:00,0.0,0.0,Low,No cases where onset was followed by a 10+ day dry spell in the available season.,No cases where onset was followed by a 5+ day dry spell in the available season.
G301,-12.125,34.375,1,1,2026-01-07 00:00:00,2026-01-07 00:00:00,0.0,0.0,Low,No cases where onset was followed by a 10+ day dry spell in the available season.,No cases where onset was followed by a 5+ day dry spell in the available season.
G302,-12.125,34.625,1,1,2026-01-07 00:00:00,2026-01-07 00:00:00,0.0,0.0,Low,No cases where onset was followed by a 10+ day dry spell in the available season.,No cases where onset was followed by a 5+ day dry spell in the available season.
G303,-12.125,34.875,1,1,2026-01-07 00:00:00,2026-01-07 00:00:00,0.0,0.0,Low,No cases where onset was followed by a 10+ day dry spell in the available season.,No cases where onset was followed by a 5+ day dry spell in the available season.
G304,-12.125,35.125,1,1,2026-01-07 00:00:00,2026-01-07 00:00:00,0.0,0.0,Low,No cases where onset was followed by a 10+ day dry spell in the available season.,No cases where onset was followed by a 5+ day dry spell in the available season.
G305,-12.125,35.375,1,1,2026-01-03 00:00:00,2026-01-03 00:00:00,0.0,0.0,Low,No cases where onset was followed by a 10+ day dry spell in the available season.,No cases where onset was followed by a 5+ day dry spell in the available season.
G306,-12.125,35.625,1,1,2026-01-04 00:00:00,2026-01-04 00:00:00,0.0,0.0,Low,No cases where onset was followed by a 10+ day dry spell in the available season.,No cases where onset was followed by a 5+ day dry spell in the available season.
G307,-12.125,35.875,1,1,2026-01-04 00:00:00,2026-01-04 00:00:00,0.0,0.0,Low,No cases where onset was followed by a 10+ day dry spell in the available season.,No cases where onset was followed by a 5+ day dry spell in the available season.
G308,-11.875,32.625,1,1,2026-01-08 00:00:00,2026-01-08 00:00:00,0.0,0.0,Low,No cases where onset was followed by a 10+ day dry spell in the available season.,No cases where onset was followed by a 5+ day dry spell in the available season.
G309,-11.875,32.875,1,1,2026-01-08 00:00:00,2026-01-08 00:00:00,0.0,0.0,Low,No cases where onset was followed by a 10+ day dry spell in the available season.,No cases where onset was followed by a 5+ day dry spell in the available season.
G310,-11.875,33.125,1,1,2026-01-07 00:00:00,2026-01-07 00:00:00,0.0,0.0,Low,No cases where onset was followed by a 10+ day dry spell in the available season.,No cases where onset was followed by a 5+ day dry spell in the available season.
G311,-11.875,33.375,1,1,2026-01-08 00:00:00,2026-01-08 00:00:00,0.0,0.0,Low,No cases where onset was followed by a 10+ day dry spell in the available season.,No cases where onset was followed by a 5+ day dry spell in the available season.
G312,-11.875,33.625,1,1,2026-01-08 00:00:00,2026-01-08 00:00:00,0.0,0.0,Low,No cases where onset was followed by a 10+ day dry spell in the available season.,No cases where onset was followed by a 5+ day dry spell in the available season.
G313,-11.875,33.875,1,1,2026-01-07 00:00:00,2026-01-07 00:00:00,0.0,0.0,Low,No cases where onset was followed by a 10+ day dry spell in the available season.,No cases where onset was followed by a 5+ day dry spell in the available season.
G314,-11.875,34.125,1,1,2026-01-07 00:00:00,2026-01-07 00:00:00,0.0,0.0,Low,No cases where onset was followed by a 10+ day dry spell in the available season.,No cases where onset was followed by a 5+ day dry spell in the available season.
G315,-11.875,34.375,1,1,2026-01-07 00:00:00,2026-01-07 00:00:00,0.0,0.0,Low,No cases where onset was followed by a 10+ day dry spell in the available season.,No cases where onset was followed by a 5+ day dry spell in the available season.
G316,-11.875,34.625,1,1,2026-01-07 00:00:00,2026-01-07 00:00:00,0.0,0.0,Low,No cases where onset was followed by a 10+ day dry spell in the available season.,No cases where onset was followed by a 5+ day dry spell in the available season.
G317,-11.875,34.875,1,1,2026-01-07 00:00:00,2026-01-07 00:00:00,0.0,0.0,Low,No cases where onset was followed by a 10+ day dry spell in the available season.,No cases where onset was followed by a 5+ day dry spell in the available season.
G318,-11.875,35.125,1,1,2026-01-07 00:00:00,2026-01-07 00:00:00,0.0,0.0,Low,No cases where onset was followed by a 10+ day dry spell in the available season.,No cases where onset was followed by a 5+ day dry spell in the available season.
G319,-11.875,35.375,1,1,2026-01-07 00:00:00,2026-01-07 00:00:00,0.0,0.0,Low,No cases where onset was followed by a 10+ day dry spell in the available season.,No cases where onset was followed by a 5+ day dry spell in the available season.
G320,-11.875,35.625,1,1,2026-01-03 00:00:00,2026-01-03 00:00:00,0.0,0.0,Low,No cases where onset was followed by a 10+ day dry spell in the available season.,No cases where onset was followed by a 5+ day dry spell in the available season.
G321,-11.875,35.875,1,1,2026-01-06 00:00:00,2026-01-06 00:00:00,0.0,1.0,High,No cases where onset was followed by a 10+ day dry spell in the available season.,The available season had a case where onset was followed by a 5+ day dry spell.
G322,-11.625,32.625,1,1,2026-01-08 00:00:00,2026-01-08 00:00:00,0.0,0.0,Low,No cases where onset was followed by a 10+ day dry spell in the available season.,No cases where onset was followed by a 5+ day dry spell in the available season.
G323,-11.625,32.875,1,1,2026-01-08 00:00:00,2026-01-08 00:00:00,0.0,0.0,Low,No cases where onset was followed by a 10+ day dry spell in the available season.,No cases where onset was followed by a 5+ day dry spell in the available season.
G324,-11.625,33.125,1,1,2026-01-08 00:00:00,2026-01-08 00:00:00,0.0,0.0,Low,No cases where onset was followed by a 10+ day dry spell in the available season.,No cases where onset was followed by a 5+ day dry spell in the available season.
G325,-11.625,33.375,1,1,2026-01-08 00:00:00,2026-01-08 00:00:00,0.0,0.0,Low,No cases where onset was followed by a 10+ day dry spell in the available season.,No cases where onset was followed by a 5+ day dry spell in the available season.
G326,-11.625,33.625,1,1,2026-01-08 00:00:00,2026-01-08 00:00:00,0.0,0.0,Low,No cases where onset was followed by a 10+ day dry spell in the available season.,No cases where onset was followed by a 5+ day dry spell in the available season.
G327,-11.625,33.875,1,1,2026-01-08 00:00:00,2026-01-08 00:00:00,0.0,0.0,Low,No cases where onset was followed by a 10+ day dry spell in the available season.,No cases where onset was followed by a 5+ day dry spell in the available season.
G328,-11.625,34.125,1,1,2026-01-08 00:00:00,2026-01-08 00:00:00,0.0,0.0,Low,No cases where onset was followed by a 10+ day dry spell in the available season.,No cases where onset was followed by a 5+ day dry spell in the available season.
G329,-11.625,34.375,1,1,2026-01-08 00:00:00,2026-01-08 00:00:00,0.0,0.0,Low,No cases where onset was followed by a 10+ day dry spell in the available season.,No cases where onset was followed by a 5+ day dry spell in the available season.
G330,-11.625,34.625,1,1,2026-01-07 00:00:00,2026-01-07 00:00:00,0.0,0.0,Low,No cases where onset was followed by a 10+ day dry spell in the available season.,No cases where onset was followed by a 5+ day dry spell in the available season.
G331,-11.625,34.875,1,1,2026-01-07 00:00:00,2026-01-07 00:00:00,0.0,0.0,Low,No cases where onset was followed by a 10+ day dry spell in the available season.,No cases where onset was followed by a 5+ day dry spell in the available season.
G332,-11.625,35.125,1,1,2026-01-06 00:00:00,2026-01-06 00:00:00,0.0,0.0,Low,No cases where onset was followed by a 10+ day dry spell in the available season.,No cases where onset was followed by a 5+ day dry spell in the available season.
G333,-11.625,35.375,1,1,2026-01-07 00:00:00,2026-01-07 00:00:00,0.0,0.0,Low,No cases where onset was followed by a 10+ day dry spell in the available season.,No cases where onset was followed by a 5+ day dry spell in the available season.
G334,-11.625,35.625,1,1,2026-01-07 00:00:00,2026-01-07 00:00:00,0.0,0.0,Low,No cases where onset was followed by a 10+ day dry spell in the available season.,No cases where onset was followed by a 5+ day dry spell in the available season.
G335,-11.625,35.875,1,1,2026-01-06 00:00:00,2026-01-06 00:00:00,0.0,0.0,Low,No cases where onset was followed by a 10+ day dry spell in the available season.,No cases where onset was followed by a 5+ day dry spell in the available season.
G336,-11.375,32.625,1,1,2026-01-08 00:00:00,2026-01-08 00:00:00,0.0,0.0,Low,No cases where onset was followed by a 10+ day dry spell in the available season.,No cases where onset was followed by a 5+ day dry spell in the available season.
G337,-11.375,32.875,1,1,2026-01-08 00:00:00,2026-01-08 00:00:00,0.0,0.0,Low,No cases where onset was followed by a 10+ day dry spell in the available season.,No cases where onset was followed by a 5+ day dry spell in the available season.
G338,-11.375,33.125,1,1,2026-01-08 00:00:00,2026-01-08 00:00:00,0.0,0.0,Low,No cases where onset was followed by a 10+ day dry spell in the available season.,No cases where onset was followed by a 5+ day dry spell in the available season.
G339,-11.375,33.375,1,1,2026-01-08 00:00:00,2026-01-08 00:00:00,0.0,0.0,Low,No cases where onset was followed by a 10+ day dry spell in the available season.,No cases where onset was followed by a 5+ day dry spell in the available season.
G340,-11.375,33.625,1,1,2026-01-08 00:00:00,2026-01-08 00:00:00,0.0,0.0,Low,No cases where onset was followed by a 10+ day dry spell in the available season.,No cases where onset was followed by a 5+ day dry spell in the available season.
G341,-11.375,33.875,1,1,2026-01-08 00:00:00,2026-01-08 00:00:00,0.0,0.0,Low,No cases where onset was followed by a 10+ day dry spell in the available season.,No cases where onset was followed by a 5+ day dry spell in the available season.
G342,-11.375,34.125,1,1,2026-01-08 00:00:00,2026-01-08 00:00:00,0.0,0.0,Low,No cases where onset was followed by a 10+ day dry spell in the available season.,No cases where onset was followed by a 5+ day dry spell in the available season.
G343,-11.375,34.375,1,1,2026-01-08 00:00:00,2026-01-08 00:00:00,0.0,1.0,High,No cases where onset was followed by a 10+ day dry spell in the available season.,The available season had a case where onset was followed by a 5+ day dry spell.
G344,-11.375,34.625,1,1,2026-01-07 00:00:00,2026-01-07 00:00:00,0.0,0.0,Low,No cases where onset was followed by a 10+ day dry spell in the available season.,No cases where onset was followed by a 5+ day dry spell in the available season.
G345,-11.375,34.875,1,1,2026-01-06 00:00:00,2026-01-06 00:00:00,0.0,0.0,Low,No cases where onset was followed by a 10+ day dry spell in the available season.,No cases where onset was followed by a 5+ day dry spell in the available season.
G346,-11.375,35.125,1,1,2026-01-06 00:00:00,2026-01-06 00:00:00,0.0,0.0,Low,No cases where onset was followed by a 10+ day dry spell in the available season.,No cases where onset was followed by a 5+ day dry spell in the available season.
G347,-11.375,35.375,1,1,2026-01-04 00:00:00,2026-01-04 00:00:00,0.0,0.0,Low,No cases where onset was followed by a 10+ day dry spell in the available season.,No cases where onset was followed by a 5+ day dry spell in the available season.
G348,-11.375,35.625,1,1,2026-01-04 00:00:00,2026-01-04 00:00:00,0.0,0.0,Low,No cases where onset was followed by a 10+ day dry spell in the available season.,No cases where onset was followed by a 5+ day dry spell in the available season.
G349,-11.375,35.875,1,1,2026-01-05 00:00:00,2026-01-05 00:00:00,0.0,1.0,High,No cases where onset was followed by a 10+ day dry spell in the available season.,The available season had a case where onset was followed by a 5+ day dry spell.
G350,-11.125,32.625,1,1,2026-01-03 00:00:00,2026-01-03 00:00:00,0.0,0.0,Low,No cases where onset was followed by a 10+ day dry spell in the available season.,No cases where onset was followed by a 5+ day dry spell in the available season.
G351,-11.125,32.875,1,1,2026-01-08 00:00:00,2026-01-08 00:00:00,0.0,0.0,Low,No cases where onset was followed by a 10+ day dry spell in the available season.,No cases where onset was followed by a 5+ day dry spell in the available season.
G352,-11.125,33.125,1,1,2026-01-08 00:00:00,2026-01-08 00:00:00,0.0,0.0,Low,No cases where onset was followed by a 10+ day dry spell in the available season.,No cases where onset was followed by a 5+ day dry spell in the available season.
G353,-11.125,33.375,1,1,2026-01-07 00:00:00,2026-01-07 00:00:00,0.0,0.0,Low,No cases where onset was followed by a 10+ day dry spell in the available season.,No cases where onset was followed by a 5+ day dry spell in the available season.
G354,-11.125,33.625,1,1,2026-01-07 00:00:00,2026-01-07 00:00:00,0.0,0.0,Low,No cases where onset was followed by a 10+ day dry spell in the available season.,No cases where onset was followed by a 5+ day dry spell in the available season.
G355,-11.125,33.875,1,1,2026-01-07 00:00:00,2026-01-07 00:00:00,0.0,0.0,Low,No cases where onset was followed by a 10+ day dry spell in the available season.,No cases where onset was followed by a 5+ day dry spell in the available season.
G356,-11.125,34.125,1,1,2026-01-07 00:00:00,2026-01-07 00:00:00,0.0,0.0,Low,No cases where onset was followed by a 10+ day dry spell in the available season.,No cases where onset was followed by a 5+ day dry spell in the available season.
G357,-11.125,34.375,1,1,2026-01-07 00:00:00,2026-01-07 00:00:00,0.0,0.0,Low,No cases where onset was followed by a 10+ day dry spell in the available season.,No cases where onset was followed by a 5+ day dry spell in the available season.
G358,-11.125,34.625,1,1,2026-01-06 00:00:00,2026-01-06 00:00:00,0.0,0.0,Low,No cases where onset was followed by a 10+ day dry spell in the available season.,No cases where onset was followed by a 5+ day dry spell in the available season.
G359,-11.125,34.875,1,1,2026-01-06 00:00:00,2026-01-06 00:00:00,0.0,0.0,Low,No cases where onset was followed by a 10+ day dry spell in the available season.,No cases where onset was followed by a 5+ day dry spell in the available season.
G360,-11.125,35.125,1,1,2026-01-04 00:00:00,2026-01-04 00:00:00,0.0,1.0,High,No cases where onset was followed by a 10+ day dry spell in the available season.,The available season had a case where onset was followed by a 5+ day dry spell.
G361,-11.125,35.375,1,1,2026-01-04 00:00:00,2026-01-04 00:00:00,0.0,1.0,High,No cases where onset was followed by a 10+ day dry spell in the available season.,The available season had a case where onset was followed by a 5+ day dry spell.
G362,-11.125,35.625,1,1,2026-01-04 00:00:00,2026-01-04 00:00:00,0.0,1.0,High,No cases where onset was followed by a 10+ day dry spell in the available season.,The available season had a case where onset was followed by a 5+ day dry spell.
G363,-11.125,35.875,1,1,2026-01-04 00:00:00,2026-01-04 00:00:00,0.0,1.0,High,No cases where onset was followed by a 10+ day dry spell in the available season.,The available season had a case where onset was followed by a 5+ day dry spell.
G364,-10.875,32.625,1,1,2026-01-03 00:00:00,2026-01-03 00:00:00,0.0,0.0,Low,No cases where onset was followed by a 10+ day dry spell in the available season.,No cases where onset was followed by a 5+ day dry spell in the available season.
G365,-10.875,32.875,1,1,2026-01-08 00:00:00,2026-01-08 00:00:00,0.0,0.0,Low,No cases where onset was followed by a 10+ day dry spell in the available season.,No cases where onset was followed by a 5+ day dry spell in the available season.
G366,-10.875,33.125,1,1,2026-01-08 00:00:00,2026-01-08 00:00:00,0.0,0.0,Low,No cases where onset was followed by a 10+ day dry spell in the available season.,No cases where onset was followed by a 5+ day dry spell in the available season.
G367,-10.875,33.375,1,1,2026-01-07 00:00:00,2026-01-07 00:00:00,0.0,0.0,Low,No cases where onset was followed by a 10+ day dry spell in the available season.,No cases where onset was followed by a 5+ day dry spell in the available season.
G368,-10.875,33.625,1,1,2026-01-07 00:00:00,2026-01-07 00:00:00,0.0,0.0,Low,No cases where onset was followed by a 10+ day dry spell in the available season.,No cases where onset was followed by a 5+ day dry spell in the available season.
G369,-10.875,33.875,1,1,2026-01-07 00:00:00,2026-01-07 00:00:00,0.0,0.0,Low,No cases where onset was followed by a 10+ day dry spell in the available season.,No cases where onset was followed by a 5+ day dry spell in the available season.
G370,-10.875,34.125,1,1,2026-01-07 00:00:00,2026-01-07 00:00:00,0.0,0.0,Low,No cases where onset was followed by a 10+ day dry spell in the available season.,No cases where onset was followed by a 5+ day dry spell in the available season.
G371,-10.875,34.375,1,1,2026-01-07 00:00:00,2026-01-07 00:00:00,0.0,0.0,Low,No cases where onset was followed by a 10+ day dry spell in the available season.,No cases where onset was followed by a 5+ day dry spell in the available season.
G372,-10.875,34.625,1,1,2026-01-07 00:00:00,2026-01-07 00:00:00,0.0,1.0,High,No cases where onset was followed by a 10+ day dry spell in the available season.,The available season had a case where onset was followed by a 5+ day dry spell.
G373,-10.875,34.875,1,1,2026-01-07 00:00:00,2026-01-07 00:00:00,0.0,1.0,High,No cases where onset was followed by a 10+ day dry spell in the available season.,The available season had a case where onset was followed by a 5+ day dry spell.
G374,-10.875,35.125,1,1,2026-01-04 00:00:00,2026-01-04 00:00:00,0.0,1.0,High,No cases where onset was followed by a 10+ day dry spell in the available season.,The available season had a case where onset was followed by a 5+ day dry spell.
G375,-10.875,35.375,1,1,2026-01-04 00:00:00,2026-01-04 00:00:00,0.0,1.0,High,No cases where onset was followed by a 10+ day dry spell in the available season.,The available season had a case where onset was followed by a 5+ day dry spell.
G376,-10.875,35.625,1,1,2026-01-04 00:00:00,2026-01-04 00:00:00,0.0,1.0,High,No cases where onset was followed by a 10+ day dry spell in the available season.,The available season had a case where onset was followed by a 5+ day dry spell.
G377,-10.875,35.875,1,1,2026-01-04 00:00:00,2026-01-04 00:00:00,0.0,1.0,High,No cases where onset was followed by a 10+ day dry spell in the available season.,The available season had a case where onset was followed by a 5+ day dry spell.
G378,-10.625,32.625,1,1,2026-01-03 00:00:00,2026-01-03 00:00:00,0.0,0.0,Low,No cases where onset was followed by a 10+ day dry spell in the available season.,No cases where onset was followed by a 5+ day dry spell in the available season.
G379,-10.625,32.875,1,1,2026-01-08 00:00:00,2026-01-08 00:00:00,0.0,0.0,Low,No cases where onset was followed by a 10+ day dry spell in the available season.,No cases where onset was followed by a 5+ day dry spell in the available season.
G380,-10.625,33.125,1,1,2026-01-03 00:00:00,2026-01-03 00:00:00,0.0,0.0,Low,No cases where onset was followed by a 10+ day dry spell in the available season.,No cases where onset was followed by a 5+ day dry spell in the available season.
G381,-10.625,33.375,1,1,2026-01-03 00:00:00,2026-01-03 00:00:00,0.0,0.0,Low,No cases where onset was followed by a 10+ day dry spell in the available season.,No cases where onset was followed by a 5+ day dry spell in the available season.
G382,-10.625,33.625,1,1,2026-01-07 00:00:00,2026-01-07 00:00:00,0.0,0.0,Low,No cases where onset was followed by a 10+ day dry spell in the available season.,No cases where onset was followed by a 5+ day dry spell in the available season.
G383,-10.625,33.875,1,1,2026-01-04 00:00:00,2026-01-04 00:00:00,0.0,0.0,Low,No cases where onset was followed by a 10+ day dry spell in the available season.,No cases where onset was followed by a 5+ day dry spell in the available season.
G384,-10.625,34.125,1,1,2026-01-04 00:00:00,2026-01-04 00:00:00,0.0,0.0,Low,No cases where onset was followed by a 10+ day dry spell in the available season.,No cases where onset was followed by a 5+ day dry spell in the available season.
G385,-10.625,34.375,1,1,2026-01-07 00:00:00,2026-01-07 00:00:00,0.0,1.0,High,No cases where onset was followed by a 10+ day dry spell in the available season.,The available season had a case where onset was followed by a 5+ day dry spell.
G386,-10.625,34.625,1,1,2026-01-07 00:00:00,2026-01-07 00:00:00,0.0,1.0,High,No cases where onset was followed by a 10+ day dry spell in the available season.,The available season had a case where onset was followed by a 5+ day dry spell.
G387,-10.625,34.875,1,1,2026-01-07 00:00:00,2026-01-07 00:00:00,0.0,1.0,High,No cases where onset was followed by a 10+ day dry spell in the available season.,The available season had a case where onset was followed by a 5+ day dry spell.
G388,-10.625,35.125,1,1,2026-01-07 00:00:00,2026-01-07 00:00:00,0.0,1.0,High,No cases where onset was followed by a 10+ day dry spell in the available season.,The available season had a case where onset was followed by a 5+ day dry spell.
G389,-10.625,35.375,1,1,2026-01-04 00:00:00,2026-01-04 00:00:00,0.0,1.0,High,No cases where onset was followed by a 10+ day dry spell in the available season.,The available season had a case where onset was followed by a 5+ day dry spell.
G390,-10.625,35.625,1,1,2026-01-27 00:00:00,2026-01-27 00:00:00,0.0,0.0,Low,No cases where onset was followed by a 10+ day dry spell in the available season.,No cases where onset was followed by a 5+ day dry spell in the available season.
G391,-10.625,35.875,1,1,2026-01-27 00:00:00,2026-01-27 00:00:00,0.0,0.0,Low,No cases where onset was followed by a 10+ day dry spell in the available season.,No cases where onset was followed by a 5+ day dry spell in the available season.
G392,-10.375,32.625,1,1,2026-01-03 00:00:00,2026-01-03 00:00:00,0.0,0.0,Low,No cases where onset was followed by a 10+ day dry spell in the available season.,No cases where onset was followed by a 5+ day dry spell in the available season.
G393,-10.375,32.875,1,1,2026-01-03 00:00:00,2026-01-03 00:00:00,0.0,0.0,Low,No cases where onset was followed by a 10+ day dry spell in the available season.,No cases where onset was followed by a 5+ day dry spell in the available season.
G394,-10.375,33.125,1,1,2026-01-03 00:00:00,2026-01-03 00:00:00,0.0,0.0,Low,No cases where onset was followed by a 10+ day dry spell in the available season.,No cases where onset was followed by a 5+ day dry spell in the available season.
